"std_version","term_id","canonical_term","prompt_id","user_prompt","expected_output_kind","expected_output_payload","author","date_added","source_url"
"v1.0","CAT-MIP-08072025-000000171","Firewall","CAT-MIP-08072025-000000171-p02","Check the current rule set configured on the firewall protecting the ‘NYC-DataCenter’.","action_hints","{""action_hints"":[""Identify the specific firewall instance(s) based on the context provided (e.g., tenant, location, device)"",""Retrieve and analyze the firewall’s configuration, including rule sets and access control lists"",""Monitor and report on traffic patterns, highlighting any anomalies or blocked access attempts"",""Suggest or implement updates to firewall rules in response to detected threats or policy changes, if authorized""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000171","Firewall","CAT-MIP-08072025-000000171-p03","Identify any unauthorized access attempts blocked by the firewall in the last 24 hours.","action_hints","{""action_hints"":[""Identify the specific firewall instance(s) based on the context provided (e.g., tenant, location, device)"",""Retrieve and analyze the firewall’s configuration, including rule sets and access control lists"",""Monitor and report on traffic patterns, highlighting any anomalies or blocked access attempts"",""Suggest or implement updates to firewall rules in response to detected threats or policy changes, if authorized""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000181","File","CAT-MIP-08072025-000000181-p01","Scan all executable files on server ‘NY-EX01’ for known threats.","action_hints","{""action_hints"":[""Resolve the file location (e.g., local device, cloud share, log directory)"",""Perform the specified action (e.g., retrieve, scan, delete, move, check integrity)"",""Use file metadata such as name, type, size, timestamp, and hash to identify the target"",""Log actions and validate policy or security rules (e.g., blocking executable uploads in restricted environments)""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000181","File","CAT-MIP-08072025-000000181-p02","Upload the installation file to the shared repository and notify the admin.","action_hints","{""action_hints"":[""Resolve the file location (e.g., local device, cloud share, log directory)"",""Perform the specified action (e.g., retrieve, scan, delete, move, check integrity)"",""Use file metadata such as name, type, size, timestamp, and hash to identify the target"",""Log actions and validate policy or security rules (e.g., blocking executable uploads in restricted environments)""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000181","File","CAT-MIP-08072025-000000181-p03","Retrieve the most recent log file from the device ‘ENG-LT-05’.","action_hints","{""action_hints"":[""Resolve the file location (e.g., local device, cloud share, log directory)"",""Perform the specified action (e.g., retrieve, scan, delete, move, check integrity)"",""Use file metadata such as name, type, size, timestamp, and hash to identify the target"",""Log actions and validate policy or security rules (e.g., blocking executable uploads in restricted environments)""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000191","Hardware","CAT-MIP-08072025-000000191-p01","List all hardware with less than 8GB RAM across the ‘Education’ tenant.","action_hints","{""action_hints"":[""Query the device inventory or telemetry sources to extract physical specs"",""Identify hardware failures, warnings, or threshold violations"",""Associate the hardware with the parent device and customer context"",""Report lifecycle status (e.g., warranty expired, asset due for replacement)"",""Trigger alerts or automations if hardware is underperforming or failing""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000191","Hardware","CAT-MIP-08072025-000000191-p02","What hardware components are failing on server ‘NY-DC-001’?","action_hints","{""action_hints"":[""Query the device inventory or telemetry sources to extract physical specs"",""Identify hardware failures, warnings, or threshold violations"",""Associate the hardware with the parent device and customer context"",""Report lifecycle status (e.g., warranty expired, asset due for replacement)"",""Trigger alerts or automations if hardware is underperforming or failing""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000191","Hardware","CAT-MIP-08072025-000000191-p03","Generate a hardware inventory report for all remote offices.","action_hints","{""action_hints"":[""Query the device inventory or telemetry sources to extract physical specs"",""Identify hardware failures, warnings, or threshold violations"",""Associate the hardware with the parent device and customer context"",""Report lifecycle status (e.g., warranty expired, asset due for replacement)"",""Trigger alerts or automations if hardware is underperforming or failing""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000201","Integration","CAT-MIP-08072025-000000201-p01","What integrations are available for ticketing systems like Autotask and ConnectWise?","action_hints","{""action_hints"":[""Identify the integration metadata from the vendor Integration Catalog"",""Resolve the associated products, available actions, and required permissions"",""Determine whether the integration is installed, active, or requires onboarding"",""Enable or invoke integration-specific functionality, such as data syncs, policy mappings, or scripted triggers"",""Route follow-up actions to the proper toolset (e.g., PSA ticketing, security alert feed, reporting system)""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000201","Integration","CAT-MIP-08072025-000000201-p02","Enable the Bitdefender integration for all MSPs under ‘Global IT Solutions’.","action_hints","{""action_hints"":[""Identify the integration metadata from the vendor Integration Catalog"",""Resolve the associated products, available actions, and required permissions"",""Determine whether the integration is installed, active, or requires onboarding"",""Enable or invoke integration-specific functionality, such as data syncs, policy mappings, or scripted triggers"",""Route follow-up actions to the proper toolset (e.g., PSA ticketing, security alert feed, reporting system)""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000201","Integration","CAT-MIP-08072025-000000201-p03","Does the SentinelOne integration support triggering remediation actions from within N-central?","action_hints","{""action_hints"":[""Identify the integration metadata from the vendor Integration Catalog"",""Resolve the associated products, available actions, and required permissions"",""Determine whether the integration is installed, active, or requires onboarding"",""Enable or invoke integration-specific functionality, such as data syncs, policy mappings, or scripted triggers"",""Route follow-up actions to the proper toolset (e.g., PSA ticketing, security alert feed, reporting system)""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000211","Inventory","CAT-MIP-08072025-000000211-p01","List all Windows 11 devices in the inventory with less than 8 GB of RAM.","action_hints","{""action_hints"":[""Query the relevant inventory system or asset database"",""Filter or sort based on asset type, attributes, or compliance rules"",""Identify gaps such as unmanaged devices or expired licenses"",""Generate summaries, reports, or trigger remediation workflows"",""Record any actions taken or inventory queries in the system log""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000211","Inventory","CAT-MIP-08072025-000000211-p02","When was the last time inventory was updated for the Chicago site?","action_hints","{""action_hints"":[""Query the relevant inventory system or asset database"",""Filter or sort based on asset type, attributes, or compliance rules"",""Identify gaps such as unmanaged devices or expired licenses"",""Generate summaries, reports, or trigger remediation workflows"",""Record any actions taken or inventory queries in the system log""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000211","Inventory","CAT-MIP-08072025-000000211-p03","Export the full software inventory for client ‘GreenByte Solutions’.","action_hints","{""action_hints"":[""Query the relevant inventory system or asset database"",""Filter or sort based on asset type, attributes, or compliance rules"",""Identify gaps such as unmanaged devices or expired licenses"",""Generate summaries, reports, or trigger remediation workflows"",""Record any actions taken or inventory queries in the system log""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000211","Inventory","CAT-MIP-08072025-000000211-p04","Identify unlicensed software in the current inventory.","action_hints","{""action_hints"":[""Query the relevant inventory system or asset database"",""Filter or sort based on asset type, attributes, or compliance rules"",""Identify gaps such as unmanaged devices or expired licenses"",""Generate summaries, reports, or trigger remediation workflows"",""Record any actions taken or inventory queries in the system log""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000221","IP Address","CAT-MIP-08072025-000000221-p01","List all IP addresses assigned to the ‘Finance’ department’s servers.","action_hints","{""action_hints"":[""Retrieve the IP address details, including assignment, status, and associated device or service."",""Determine the network segment or subnet the IP address belongs to."",""Check for conflicts, such as duplicate assignments or unauthorized usage."",""Provide recommendations or actions, such as releasing, reassigning, or monitoring the IP address.""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000221","IP Address","CAT-MIP-08072025-000000221-p02","Check if the IP address 192.168.1.10 is currently active on the network.","action_hints","{""action_hints"":[""Retrieve the IP address details, including assignment, status, and associated device or service."",""Determine the network segment or subnet the IP address belongs to."",""Check for conflicts, such as duplicate assignments or unauthorized usage."",""Provide recommendations or actions, such as releasing, reassigning, or monitoring the IP address.""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000221","IP Address","CAT-MIP-08072025-000000221-p03","Identify any duplicate IP addresses within the ‘NYC Office’ subnet.","action_hints","{""action_hints"":[""Retrieve the IP address details, including assignment, status, and associated device or service."",""Determine the network segment or subnet the IP address belongs to."",""Check for conflicts, such as duplicate assignments or unauthorized usage."",""Provide recommendations or actions, such as releasing, reassigning, or monitoring the IP address.""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000231","License","CAT-MIP-08072025-000000231-p01","List all licenses assigned to tenant ‘SecureNet IT’.","action_hints","{""action_hints"":[""Look up the license object and its associated terms (type, scope, duration, limits)"",""Match usage (devices, users, features) to license consumption"",""Report on current usage, available seats, or overages"",""Trigger notifications for nearing capacity, expiration, or violations"",""Enforce policy: enable/disable features based on license state""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000231","License","CAT-MIP-08072025-000000231-p02","Which devices are consuming Take Control licenses?","action_hints","{""action_hints"":[""Look up the license object and its associated terms (type, scope, duration, limits)"",""Match usage (devices, users, features) to license consumption"",""Report on current usage, available seats, or overages"",""Trigger notifications for nearing capacity, expiration, or violations"",""Enforce policy: enable/disable features based on license state""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000231","License","CAT-MIP-08072025-000000231-p03","Alert me when a license is nearing expiration or usage threshold.","action_hints","{""action_hints"":[""Look up the license object and its associated terms (type, scope, duration, limits)"",""Match usage (devices, users, features) to license consumption"",""Report on current usage, available seats, or overages"",""Trigger notifications for nearing capacity, expiration, or violations"",""Enforce policy: enable/disable features based on license state""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000241","Lifecycle","CAT-MIP-08072025-000000241-p01","What is the current lifecycle stage of all laptops deployed last quarter?","action_hints","{""action_hints"":[""Identify the object type and its current lifecycle stage"",""Retrieve associated policies, rules, or automations linked to that stage"",""Determine if any transitions (e.g., from Active to Retired) are pending or triggered"",""Execute applicable workflows (e.g., provisioning, patching, decommissioning)"",""Log the lifecycle state and any related actions in the appropriate system (e.g., CMDB, Ticketing Platform)""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000241","Lifecycle","CAT-MIP-08072025-000000241-p02","Trigger offboarding automation when a user’s lifecycle status changes to ‘terminated’.","action_hints","{""action_hints"":[""Identify the object type and its current lifecycle stage"",""Retrieve associated policies, rules, or automations linked to that stage"",""Determine if any transitions (e.g., from Active to Retired) are pending or triggered"",""Execute applicable workflows (e.g., provisioning, patching, decommissioning)"",""Log the lifecycle state and any related actions in the appropriate system (e.g., CMDB, Ticketing Platform)""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000241","Lifecycle","CAT-MIP-08072025-000000241-p03","Display all assets in the ‘End-of-Life’ stage.","action_hints","{""action_hints"":[""Identify the object type and its current lifecycle stage"",""Retrieve associated policies, rules, or automations linked to that stage"",""Determine if any transitions (e.g., from Active to Retired) are pending or triggered"",""Execute applicable workflows (e.g., provisioning, patching, decommissioning)"",""Log the lifecycle state and any related actions in the appropriate system (e.g., CMDB, Ticketing Platform)""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000241","Lifecycle","CAT-MIP-08072025-000000241-p04","Automatically archive tickets once they reach the ‘Closed’ lifecycle stage for 90 days.","action_hints","{""action_hints"":[""Identify the object type and its current lifecycle stage"",""Retrieve associated policies, rules, or automations linked to that stage"",""Determine if any transitions (e.g., from Active to Retired) are pending or triggered"",""Execute applicable workflows (e.g., provisioning, patching, decommissioning)"",""Log the lifecycle state and any related actions in the appropriate system (e.g., CMDB, Ticketing Platform)""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000251","Location","CAT-MIP-08072025-000000251-p01","List all devices currently located in Germany.","action_hints","{""action_hints"":[""Resolve the geographic identifier (e.g., country, city, GPS tag, custom label)"",""Filter relevant entities (devices, users, sites) assigned to or operating from that location"",""Consider location-aware policies (e.g., regional compliance rules, threat intelligence mappings)"",""Enable geolocation-sensitive workflows, alerts, or risk analysis"",""Return context-specific responses, such as compliance status, threat levels, or regional usage trends""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000251","Location","CAT-MIP-08072025-000000251-p02","Apply the EU compliance policy to locations within the EMEA region.","action_hints","{""action_hints"":[""Resolve the geographic identifier (e.g., country, city, GPS tag, custom label)"",""Filter relevant entities (devices, users, sites) assigned to or operating from that location"",""Consider location-aware policies (e.g., regional compliance rules, threat intelligence mappings)"",""Enable geolocation-sensitive workflows, alerts, or risk analysis"",""Return context-specific responses, such as compliance status, threat levels, or regional usage trends""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000251","Location","CAT-MIP-08072025-000000251-p03","Which locations show unusual login activity after business hours?","action_hints","{""action_hints"":[""Resolve the geographic identifier (e.g., country, city, GPS tag, custom label)"",""Filter relevant entities (devices, users, sites) assigned to or operating from that location"",""Consider location-aware policies (e.g., regional compliance rules, threat intelligence mappings)"",""Enable geolocation-sensitive workflows, alerts, or risk analysis"",""Return context-specific responses, such as compliance status, threat levels, or regional usage trends""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000261","MAC Address","CAT-MIP-08072025-000000261-p01","Find the device with MAC address 00:1C:B3:09:85:15 on the network map.","action_hints","{""action_hints"":[""Search the device inventory, network discovery data, or ARP tables"",""Match MAC addresses to known endpoints, vendors, or IP addresses"",""Take action such as tagging, isolating, or blocking a device based on MAC identification"",""Provide detailed reports or summaries including MAC-to-IP mapping"",""Log any actions involving MAC-based identification or control""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000261","MAC Address","CAT-MIP-08072025-000000261-p02","List all MAC addresses associated with managed endpoints at the Austin site.","action_hints","{""action_hints"":[""Search the device inventory, network discovery data, or ARP tables"",""Match MAC addresses to known endpoints, vendors, or IP addresses"",""Take action such as tagging, isolating, or blocking a device based on MAC identification"",""Provide detailed reports or summaries including MAC-to-IP mapping"",""Log any actions involving MAC-based identification or control""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000261","MAC Address","CAT-MIP-08072025-000000261-p03","Block devices not recognized by MAC address in the guest network.","action_hints","{""action_hints"":[""Search the device inventory, network discovery data, or ARP tables"",""Match MAC addresses to known endpoints, vendors, or IP addresses"",""Take action such as tagging, isolating, or blocking a device based on MAC identification"",""Provide detailed reports or summaries including MAC-to-IP mapping"",""Log any actions involving MAC-based identification or control""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000261","MAC Address","CAT-MIP-08072025-000000261-p04","Export a list of MAC addresses and IPs for all online printers.","action_hints","{""action_hints"":[""Search the device inventory, network discovery data, or ARP tables"",""Match MAC addresses to known endpoints, vendors, or IP addresses"",""Take action such as tagging, isolating, or blocking a device based on MAC identification"",""Provide detailed reports or summaries including MAC-to-IP mapping"",""Log any actions involving MAC-based identification or control""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000271","MSP","CAT-MIP-08072025-000000271-p01","List all tenants managed by the MSP ‘BrightNet Solutions’.","action_hints","{""action_hints"":[""Resolve the MSP’s list of managed Tenants"",""Access the MSP’s configuration (e.g., available scripts, policies, tools)"",""Determine which Devices, Agents, and Users fall under the MSP’s control"",""Execute actions or retrieve data within the scope of that MSP’s environment only"",""Respect role-based access boundaries for visibility, control, and policy enforcement""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000271","MSP","CAT-MIP-08072025-000000271-p02","Check for outdated antivirus software across all MSPs in the Western region.","action_hints","{""action_hints"":[""Resolve the MSP’s list of managed Tenants"",""Access the MSP’s configuration (e.g., available scripts, policies, tools)"",""Determine which Devices, Agents, and Users fall under the MSP’s control"",""Execute actions or retrieve data within the scope of that MSP’s environment only"",""Respect role-based access boundaries for visibility, control, and policy enforcement""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000271","MSP","CAT-MIP-08072025-000000271-p03","What scripts are frequently used by the MSP ‘DataSecure’ during onboarding?","action_hints","{""action_hints"":[""Resolve the MSP’s list of managed Tenants"",""Access the MSP’s configuration (e.g., available scripts, policies, tools)"",""Determine which Devices, Agents, and Users fall under the MSP’s control"",""Execute actions or retrieve data within the scope of that MSP’s environment only"",""Respect role-based access boundaries for visibility, control, and policy enforcement""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000281","vendor","CAT-MIP-08072025-000000281-p01","What monitoring tools does vendor provide for remote access?","action_hints","{""action_hints"":[""Accessing the centralized vendor catalog of tools, templates, and product definitions"",""Filtering results not tied to any specific tenant or MSP configuration"",""Returning default (global) policies, tools, scripts, or documentation"",""Providing vendor-wide metadata rather than tenant-specific data""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000281","vendor","CAT-MIP-08072025-000000281-p02","Does vendor have a default patching policy template?","action_hints","{""action_hints"":[""Accessing the centralized vendor catalog of tools, templates, and product definitions"",""Filtering results not tied to any specific tenant or MSP configuration"",""Returning default (global) policies, tools, scripts, or documentation"",""Providing vendor-wide metadata rather than tenant-specific data""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000281","vendor","CAT-MIP-08072025-000000281-p03","List all automation policies published by vendor.","action_hints","{""action_hints"":[""Accessing the centralized vendor catalog of tools, templates, and product definitions"",""Filtering results not tied to any specific tenant or MSP configuration"",""Returning default (global) policies, tools, scripts, or documentation"",""Providing vendor-wide metadata rather than tenant-specific data""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000291","Network","CAT-MIP-08072025-000000291-p01","Check for latency issues in the network segment at the Dallas site.","action_hints","{""action_hints"":[""Identify the relevant network(s) based on name, address range, or associated site/tenant"",""Retrieve monitoring metrics (latency, packet loss, uptime, etc.)"",""Determine what devices or services are connected to or dependent on the network"",""Identify policy violations or anomalies (e.g., unauthorized access, unencrypted traffic)"",""Trigger diagnostics, isolation, or notification workflows if thresholds are breached""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000291","Network","CAT-MIP-08072025-000000291-p02","List all devices connected to the ‘Guest Wi-Fi’ network.","action_hints","{""action_hints"":[""Identify the relevant network(s) based on name, address range, or associated site/tenant"",""Retrieve monitoring metrics (latency, packet loss, uptime, etc.)"",""Determine what devices or services are connected to or dependent on the network"",""Identify policy violations or anomalies (e.g., unauthorized access, unencrypted traffic)"",""Trigger diagnostics, isolation, or notification workflows if thresholds are breached""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000291","Network","CAT-MIP-08072025-000000291-p03","Is the backup network isolated from production traffic in tenant ‘HealthBridge’?","action_hints","{""action_hints"":[""Identify the relevant network(s) based on name, address range, or associated site/tenant"",""Retrieve monitoring metrics (latency, packet loss, uptime, etc.)"",""Determine what devices or services are connected to or dependent on the network"",""Identify policy violations or anomalies (e.g., unauthorized access, unencrypted traffic)"",""Trigger diagnostics, isolation, or notification workflows if thresholds are breached""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000301","Network Map","CAT-MIP-08072025-000000301-p01","Show the network map for the Dallas site with device health overlays.","action_hints","{""action_hints"":[""Retrieve or regenerate the latest topology data from discovery tools or agents"",""Organize devices and connections into a logical or physical layout"",""Overlay relevant metrics (e.g., status, alert state, bandwidth) if requested"",""Identify gaps, unmanaged assets, or policy violations"",""Present the map visually (if supported), or provide a structured summary as output""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000301","Network Map","CAT-MIP-08072025-000000301-p02","Highlight all unmanaged devices on the current network map.","action_hints","{""action_hints"":[""Retrieve or regenerate the latest topology data from discovery tools or agents"",""Organize devices and connections into a logical or physical layout"",""Overlay relevant metrics (e.g., status, alert state, bandwidth) if requested"",""Identify gaps, unmanaged assets, or policy violations"",""Present the map visually (if supported), or provide a structured summary as output""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000301","Network Map","CAT-MIP-08072025-000000301-p03","Regenerate the network map after onboarding new switches.","action_hints","{""action_hints"":[""Retrieve or regenerate the latest topology data from discovery tools or agents"",""Organize devices and connections into a logical or physical layout"",""Overlay relevant metrics (e.g., status, alert state, bandwidth) if requested"",""Identify gaps, unmanaged assets, or policy violations"",""Present the map visually (if supported), or provide a structured summary as output""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000301","Network Map","CAT-MIP-08072025-000000301-p04","Export the network map with IP and MAC address details for compliance reporting.","action_hints","{""action_hints"":[""Retrieve or regenerate the latest topology data from discovery tools or agents"",""Organize devices and connections into a logical or physical layout"",""Overlay relevant metrics (e.g., status, alert state, bandwidth) if requested"",""Identify gaps, unmanaged assets, or policy violations"",""Present the map visually (if supported), or provide a structured summary as output""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000311","Notification","CAT-MIP-08072025-000000311-p01","Send a notification to the admin group when disk usage exceeds 90%.","action_hints","{""action_hints"":[""Identify the trigger context (event, threshold, policy action, etc.)"",""Determine the appropriate recipients and delivery channel"",""Format the message using configured templates or dynamic event data"",""Deliver the message and log the notification event"",""Optionally suppress, escalate, or bundle notifications based on configuration""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000311","Notification","CAT-MIP-08072025-000000311-p02","What notifications were generated during last night’s patching window?","action_hints","{""action_hints"":[""Identify the trigger context (event, threshold, policy action, etc.)"",""Determine the appropriate recipients and delivery channel"",""Format the message using configured templates or dynamic event data"",""Deliver the message and log the notification event"",""Optionally suppress, escalate, or bundle notifications based on configuration""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000311","Notification","CAT-MIP-08072025-000000311-p03","Suppress non-critical notifications for tenant ‘Acme Legal’ during maintenance.","action_hints","{""action_hints"":[""Identify the trigger context (event, threshold, policy action, etc.)"",""Determine the appropriate recipients and delivery channel"",""Format the message using configured templates or dynamic event data"",""Deliver the message and log the notification event"",""Optionally suppress, escalate, or bundle notifications based on configuration""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000321","OID","CAT-MIP-08072025-000000321-p01","What is the OID for memory usage on Cisco routers?","action_hints","{""action_hints"":[""Look up the OID in the device's MIB or internal catalog"",""Use SNMP to query the corresponding value from the target device"",""Interpret the result based on expected data type (e.g., integer, string, gauge)"",""Compare against thresholds if defined, and trigger alerts or actions"",""Log the OID query, result, and any subsequent actions in the monitoring system""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000321","OID","CAT-MIP-08072025-000000321-p02","Poll OID 1.3.6.1.2.1.25.1.1.0 for system uptime on all SNMP-enabled devices.","action_hints","{""action_hints"":[""Look up the OID in the device's MIB or internal catalog"",""Use SNMP to query the corresponding value from the target device"",""Interpret the result based on expected data type (e.g., integer, string, gauge)"",""Compare against thresholds if defined, and trigger alerts or actions"",""Log the OID query, result, and any subsequent actions in the monitoring system""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000321","OID","CAT-MIP-08072025-000000321-p03","Map custom OIDs to human-readable labels in the monitoring dashboard.","action_hints","{""action_hints"":[""Look up the OID in the device's MIB or internal catalog"",""Use SNMP to query the corresponding value from the target device"",""Interpret the result based on expected data type (e.g., integer, string, gauge)"",""Compare against thresholds if defined, and trigger alerts or actions"",""Log the OID query, result, and any subsequent actions in the monitoring system""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000321","OID","CAT-MIP-08072025-000000321-p04","Set a threshold alert for the CPU load OID on VMware hosts.","action_hints","{""action_hints"":[""Look up the OID in the device's MIB or internal catalog"",""Use SNMP to query the corresponding value from the target device"",""Interpret the result based on expected data type (e.g., integer, string, gauge)"",""Compare against thresholds if defined, and trigger alerts or actions"",""Log the OID query, result, and any subsequent actions in the monitoring system""]}","Roop Petersen","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000331","Organization","CAT-MIP-08072025-000000331-p01","Which organizations have more than 50 active scripts deployed?","action_hints","{""action_hints"":[""If it’s at the top of the hierarchy with publishing rights → vendor"",""If it resells to others → Distributor"",""If it delivers services → MSP"",""If it receives services → Tenant""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000331","Organization","CAT-MIP-08072025-000000331-p02","List all organizations managed by the distributor ‘TechBridge Global’.","action_hints","{""action_hints"":[""If it’s at the top of the hierarchy with publishing rights → vendor"",""If it resells to others → Distributor"",""If it delivers services → MSP"",""If it receives services → Tenant""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
"v1.0","CAT-MIP-08072025-000000331","Organization","CAT-MIP-08072025-000000331-p03","Does this organization have access to the advanced automation catalog?","action_hints","{""action_hints"":[""If it’s at the top of the hierarchy with publishing rights → vendor"",""If it resells to others → Distributor"",""If it delivers services → MSP"",""If it receives services → Tenant""]}","Nicole Reineke","2025-08-07T00:00:00Z","https://cat-mip.org/standard/v1-0/"
